1,4,         JC,,      PC1,1,0,2+3,0.959914864,,2+3,,,,,0.959914864,0.162182308
2,4,         HI,1,      PC1,1,0,1+3,0.536390184,,1+3,,,,,0.536390184,0.239952526
3,4,         G,2,      PC1,1,0,1+2,0.569958341,,1+2,,,,,0.569958341,0.775712679
4,4,         JC,,      PC2,1,1,5+6,0.834735474,,5+6,,,,,0.834735474,0.58194303
5,4,         HI,4,      PC2,1,1,4+6,0.479016922,,4+6,,,,,0.479016922,0.97868065
6,4,         G,5,      PC2,1,1,4+5,0.716775427,,4+5,,,,,0.716775427,0.422835615
7,4,         JC,,      PC3,0,2,8+9,0.43185467,,8+9,,,,,0.43185467,0.290440664
8,4,         HI,7,      PC3,0,2,7+9,0.579029259,,7+9,,,,,0.579029259,0.845322943
9,4,         G,8,      PC3,0,2,7+8,0.925172268,,7+8,,,,,0.925172268,0.770285515
10,4,         JC,,      PC4,1,3,11+12,0.963876157,,11+12,,,,,0.963876157,0.149997254
11,4,         HI,10,      PC4,1,3,10+12,0.857923636,,10+12+26+54,,,,,0.857923636,0.534064127
12,4,         G,11,      PC4,1,3,10+11,0.97571173,,10+11,,,,,0.97571173,0.239711359
13,4,         JC,,      PC5,2,4,14+15,0.990560583,,14+15,,,,,0.990560583,0.177602461
14,4,         HI,13,      PC5,2,4,13+15,0.068089838,,13+15+34+36+60,,,,,0.068089838,0.302973489
15,4,         G,14,      PC5,2,4,13+14,0.291653422,,13+14,,,,,0.291653422,0.117492852
16,4,         JC,,      PC6,2,5,17+18,0.146930423,,17+18,,,,,0.146930423,0.23737302
17,4,         HI,16,      PC6,2,5,16+18,0.886168315,,16+18,,,,,0.886168315,0.722922525
18,4,         G,17,      PC6,2,5,16+17,0.296246168,,16+17,,,,,0.296246168,0.317520583
19,4,         JC,,      PC7,2,6,20+21,0.060644277,,20+21,,,,,0.060644277,0.631188734
20,4,         HI,19,      PC7,2,6,19+21,0.504457867,,19+21,,,,,0.504457867,0.021649815
21,4,         G,20,      PC7,2,6,19+20,0.641158163,,19+20,,,,,0.641158163,0.411593513
22,4,         JC,,      PC8,3,7,23+24,0.677464383,,23+24,,,,,0.677464383,0.776096141
23,4,         HI,22,      PC8,3,7,22+24,0.576162962,,22+24,,,,,0.576162962,0.711128551
24,4,         G,23,      PC8,3,7,22+23,0.02322274,,22+23,,,,,0.02322274,0.877799071
25,4,         JC,,      C1,1,8,26+27+28+29+30+31+32+53+54+55+56+57+58,0.986014654,,26+27+28+29+30+31+32+53+54+55+56+57+58,,,,,0.986014654,0.724426957
26,4,         HI,25,      C1,1,8,25+27+28+29+30+31+32+53+54+55+56+57+58,0.273162111,,11+25+27+28+29+30+31+32+53+54+55+56+57+58,,,,,0.273162111,0.450393581
27,4,         G,26,      C1,1,8,25+26+28+29+30+31+32+53+54+55+56+57+58,0.983417865,,25+26+28+29+30+31+32+53+54+55+56+57+58,,,,,0.983417865,0.095372693
28,4,         JC,,      C2,1,8,25+26+27+29+30+31+32+53+54+55+56+57+58+69+70,0.576013845,,25+26+27+29+30+31+32+53+54+55+56+57+58+69+70,,,,,0.576013845,0.77621077
29,4,         HI,28,      C2,1,8,25+26+27+28+30+31+32+34+53+54+55+56+57+58+69+70,0.702201063,,25+26+27+28+30+31+32+34+53+54+55+56+57+58+69+70,,,,,0.702201063,0.762887096
30,4,         G,29,      C2,1,8,25+26+27+28+29+31+32+53+54+55+56+57+58+69+70,0.558279212,,25+26+27+28+29+31+32+53+54+55+56+57+58+70,,,,,0.558279212,0.495066924
31,4,         R,,      C3,1,8,25+26+27+28+29+30+32+33+34+38+39+53+54+55+56+57+58+59+60+64+69+70,0.408163026,,25+26+27+28+29+30+32+33+34+38+39+53+54+55+56+57+58+59+60+64+69+70,,,,,0.408163026,0.336532926
32,4,         F,31,      C3,1,8,25+26+27+28+29+30+31+33+34+38+39+53+54+55+56+57+58+59+60+63+64+69+70,0.636657328,,25+26+27+28+29+30+31+33+34+38+39+53+54+55+56+57+58+59+60+63+64+69+70,,,,,0.636657328,0.85865501
33,4,         R,,      C4,2,8,31+32+34+35+36+38+39+40+41+53+54+57+58+59+60+61+62+63+64+65+66+67+68,0.638063215,,31+32+34+35+36+38+39+40+41+53+54+57+58+59+60+61+62+63+64+65+66+67+68,,,,,0.638063215,0.725182355
34,4,         F,33,      C4,2,8,29+31+32+33+35+36+37+38+39+40+41+42+53+54+57+58+59+60+61+62+63+64+65+66+67+68,0.583769382,,14+29+31+32+33+35+36+37+38+39+40+41+42+53+54+57+58+59+60+61+62+63+64+65+66+67+68,,,,,0.583769382,0.078988602
35,4,         JC,,      C5,2,8,33+34+36+37+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,0.999888422,,33+34+36+37+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,,,,,0.999888422,0.854851683
36,4,         HI,35,      C5,2,8,33+34+35+37+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,0.846493176,,14+33+34+35+37+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,,,,,0.846493176,0.407455738
37,4,         G,36,      C5,2,8,34+35+36+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,0.862707803,,34+35+36+38+39+40+41+42+59+60+61+62+63+64+65+66+67+68,,,,,0.862707803,0.715635404
38,4,         R,,      C6,2,8,31+32+33+34+35+36+37+39+40+41+42+58+59+60+61+62+63+64+65+66+67+68,0.655691772,,31+32+33+34+35+36+37+39+40+41+42+58+59+60+61+62+63+64+65+66+67+68,,,,,0.655691772,0.742405071
39,4,         F,38,      C6,2,8,31+32+33+34+35+36+37+38+40+41+42+54+57+58+59+60+61+62+63+64+65+66+67+68,0.736632141,,31+32+33+34+35+36+37+38+40+41+42+54+57+58+59+60+61+62+63+64+65+66+67+68,,,,,0.736632141,0.051436054
40,4,         JC,,      C7,2,8,33+34+35+36+37+38+39+41+42+59+60+61+62+63+64+65+66+67+68,0.811783883,,33+34+35+36+37+38+39+41+42+59+60+61+62+63+64+65+66+67+68,,,,,0.811783883,0.892267188
41,4,         HI,40,      C7,2,8,33+34+35+36+37+38+39+40+42+59+60+61+62+63+64+65+66+67+68,0.264353638,,33+34+35+36+37+38+39+40+42+59+60+61+62+63+64+65+66+67+68,,,,,0.264353638,0.84108633
42,4,         G,41,      C7,2,8,34+35+36+37+38+39+40+41+59+60+61+62+63+64+65+66+67+68,0.875833383,,34+35+36+37+38+39+40+41+59+60+61+62+63+64+65+66+67+68,,,,,0.875833383,0.992175302
43,4,         JC,,      C8,0,9,44+45+46+47+71+72+73+74+76,0.632230768,,44+45+46+47+71+72+73+74+76,,,,,0.632230768,0.513814835
44,4,         HI,43,      C8,0,9,43+45+46+47+70+71+72+73+74+75+76+82,0.826428867,,43+45+46+47+71+72+73+74+75+76,,,,,0.826428867,0.637151223
45,4,         G,44,      C8,0,9,43+44+46+47+71+72+73+74,0.622710832,,43+44+46+47+71+72+73+74,,,,,0.622710832,0.190902853
46,4,         R,,      C9,0,9,43+44+45+47+71+72+73+74+76,0.107716362,,43+44+45+47+71+72+73+74+76,,,,,0.107716362,0.516270566
